species,year,coa_x,coa_y,coa_x_erros,coa_y_erros
1370,1970,-774288.564304254,-137267.352089857,392563.247694255,252357.713397943
1370,1971,-771081.697214409,-136928.810021726,375247.652439415,242616.764438158
1370,1972,-846650.127936579,-78986.526306055,391018.219028647,223628.333639172
1370,1973,-874033.366962884,-65770.1859289203,398719.776867138,226846.753676537
1370,1974,-904599.534746355,-37169.5598492491,390892.29068567,215603.994684066
1370,1975,-932823.551297637,-5963.02521557457,389293.685294099,200483.724127754
1370,1976,-970720.544352976,6773.85252659234,395370.197576858,203361.147630289
1370,1977,-1016732.99173494,23638.2893256834,382841.567836492,189880.478027706
1370,1978,-1017821.5433711,32702.6259897643,375334.839526948,185878.502813482
1370,1979,-1027887.88348096,40132.3194399681,387835.074583928,193981.66588277
1370,1980,-1060748.74729875,70574.0025249176,388207.440599286,190705.271877427
1370,1981,-1097379.26539892,85011.7645201888,367464.684552663,174394.088815416
1370,1982,-1116628.23917192,111446.692661565,375331.42268452,174738.623309863
1370,1983,-1162362.526442,151910.271791025,382771.428576979,174236.030902753
1370,1984,-1126860.4817407,124374.098902727,390144.154173847,185588.680807125
1370,1985,-1189740.94249458,158521.890492065,371818.558435705,169848.990903934
1370,1986,-1204548.50422035,159504.277385672,366307.653259492,165876.367006363
1370,1987,-1239027.34915882,189425.07543818,367885.275101578,163626.836469195
1370,1988,-1217987.78657728,151807.918565816,361007.155649323,163364.339599233
1370,1989,-1226221.45619418,183338.186627956,361699.271455127,163791.837186328
1370,1990,-1241290.50324479,167941.641432097,346434.980403889,155027.212915368
1370,1991,-1283099.92795437,192456.419693252,359973.193745413,157226.656156799
1370,1992,-1282509.2769757,174667.50340853,343663.971956756,151440.619851033
1370,1993,-1289105.27601588,204523.219053009,357063.881212773,157588.801329753
1370,1994,-1278922.40558053,181832.919425926,346335.466395386,152937.535948319
1370,1995,-1271261.14795827,192054.504911503,335793.896701252,148812.595975445
1370,1996,-1310244.03251807,208696.369433819,344756.955547915,149095.506743001
1370,1997,-1302523.83883944,206659.595667288,352669.954678594,153583.510509822
1370,1998,-1324337.54299265,207124.537847226,341269.431046471,146940.409056669
1370,1999,-1302340.73592089,199884.135714089,344994.703756673,149980.281182139
1370,2000,-1318202.30115005,190138.9323689,331061.294641205,143316.54728489
1370,2001,-1357588.99788018,232907.143721301,363605.959001225,156497.008231039
1370,2002,-1353612.5793062,254759.743404169,350358.651912174,150883.30213244
1370,2003,-1375881.75772568,266184.71418459,355078.989345859,151883.319965192
1370,2004,-1386637.36712739,263878.849908817,357647.806231215,151677.184125031
1370,2005,-1386956.4504131,234451.525449855,352581.768711154,147864.533968409
1370,2006,-1385969.80081628,239255.756907113,350855.146813893,145733.382719998
1370,2007,-1375451.09815784,246791.368428214,347034.961021695,147956.351077662
1370,2008,-1406670.46349996,245733.416683678,346338.01446012,143421.223394676
1370,2009,-1425280.20650569,228499.432763513,350963.182102486,142778.432206876
1370,2010,-1450019.6830413,257732.811709706,360514.723552458,148567.028318616
1370,2011,-1442351.53404733,253573.284159805,360689.913652902,145868.17333152
1370,2012,-1398620.02208065,235515.283566408,354257.843830905,145980.884015764
1370,2013,-1414311.7785381,238318.056942305,360618.171192536,142558.664909581
1370,2014,-1443312.44348166,232986.462324322,371451.248402575,149302.704698019
1370,2015,-1429609.01374814,212185.404167767,366239.115148557,143346.344015331
1370,2016,-1467313.76201756,218108.511163033,372868.081650933,140895.711771619
1370,2017,-1457108.71886264,214993.113545492,377951.753125505,140100.100099978
1370,2018,-1440848.60513373,217100.948179233,381083.906274205,140998.656928459
1370,2019,-1465700.56146205,223057.39717861,386347.050028169,143339.141125882
