species,year,coa_x,coa_y,coa_x_erros,coa_y_erros
470,1970,1748066.19752203,370797.765605654,1186330.5700177,281473.060066499
470,1971,1747044.50662105,367310.51781301,1250215.86217751,284138.311141463
470,1972,1752451.28451794,399590.980301839,1163651.22368039,285826.22096826
470,1973,1744533.21887199,364019.20712121,1172232.79492048,267101.362515519
470,1974,1732110.385127,341349.579070366,1262726.23262117,276120.984182265
470,1975,1739202.01698686,363703.070126207,1213133.1400572,273184.519187605
470,1976,1737806.55026222,353843.202802529,1188686.8310569,258570.658260891
470,1977,1741593.1329498,347951.356291137,1147595.90663022,248166.139134467
470,1978,1751421.87335037,377436.53830175,1047688.41327023,241138.046346954
470,1979,1735042.87982978,358696.907829119,1078608.01510121,241911.792687574
470,1980,1735071.43031737,339723.049650077,1067190.76874372,228567.358956604
470,1981,1723485.14434324,324043.382475632,1165664.54519672,239605.983353236
470,1982,1736612.6966753,361303.678755064,965531.139476732,222735.275126198
470,1983,1724614.20253398,321480.872561225,932056.301954609,194266.958459022
470,1984,1739882.75038907,371797.916796306,945385.692220981,219560.684353605
470,1985,1735515.53973392,355917.191285668,854566.57216065,194802.19935703
470,1986,1718539.63875549,308405.609622512,938518.125282218,194061.051091967
470,1987,1736851.21019669,358855.932100243,811227.602331594,186023.370396506
470,1988,1736768.86879313,358319.147412388,808410.956683959,189239.150821955
470,1989,1720957.33974014,330380.780991417,855497.82014844,187146.609164004
470,1990,1706617.42790325,298539.308709961,957731.007529587,194548.434216737
470,1991,1719411.95180801,379792.670953643,770515.895895783,185438.405886756
470,1992,1708049.57102065,353126.128041748,731768.62099972,181544.256736137
470,1993,1701789.92440741,402426.203565835,702820.376869841,195177.775261476
470,1994,1694782.98378606,382640.163707391,734491.047868008,184646.043905546
470,1995,1675002.30796474,346365.94432526,736033.568734988,168069.312603728
470,1996,1688802.33275976,380480.894236609,802847.566189955,211122.227917955
470,1997,1689917.99378149,402050.218973443,839387.954003086,271936.154542409
470,1998,1674517.00218224,374130.1307906,838112.296224502,229515.514265823
470,1999,1658001.39179772,380952.175245935,852887.311378959,241510.2374913
470,2000,1689134.62065032,445672.20628642,953301.94912138,342820.513839517
470,2001,1695839.01573536,377689.113415331,897692.067368632,249504.50669431
470,2002,1688155.99383491,463221.839477003,907612.777494133,334202.285743597
470,2003,1696058.40371122,430420.857066504,854226.012015746,283528.13810624
470,2004,1691873.6394526,407666.370690096,910021.714706362,292852.34410218
470,2005,1666427.46587607,350115.809819627,937819.787884539,272239.566488905
470,2006,1720729.62092612,490820.86909422,1104916.5858072,448376.320977813
470,2007,1683639.32459696,408062.584953421,958791.383855128,325606.206861697
470,2008,1684270.19337205,382496.683846612,1074248.83431672,336357.728089337
470,2009,1669605.75192463,329161.590615382,1133517.99666195,309608.871415316
470,2010,1688849.16285826,458402.513337179,1106572.11151138,403713.775381416
470,2011,1733043.38822467,546809.21637514,1329437.46775631,557371.208534368
470,2012,1699120.67609774,495180.187507585,1177682.67595598,458627.588259269
470,2013,1652836.74789576,337761.274264183,1096647.34448347,285043.202732695
470,2014,1672925.11074308,367742.276698666,1152253.40263239,351339.260081836
470,2015,1662954.92710281,397504.048224171,1223941.87204054,391757.769885525
470,2016,1692014.93835842,471385.008546742,1267432.44998292,476034.392174134
470,2017,1696858.68986395,453587.269186877,1242807.94583571,428967.32382553
470,2018,1651049.86657625,362641.478755477,1380665.47208399,358577.16559898
470,2019,1680701.5372069,425873.742402677,1300102.81659645,425077.471758049
