species,year,coa_x,coa_y,coa_x_erros,coa_y_erros
640,1970,-744710.974895417,-173473.022234336,602604.083149396,361003.157462383
640,1971,-824600.53794288,-148489.718344108,547489.734047498,349467.670941793
640,1972,-893912.920153627,-99909.0545590058,515194.663507055,298628.885718047
640,1973,-862575.411772827,-75226.425044958,485970.500427145,284162.008692604
640,1974,-928726.901758147,-78856.4340158701,475566.4505402,262159.864328959
640,1975,-854221.909253035,-91326.2908815031,417653.297927387,275355.989093589
640,1976,-941417.474053249,-46693.6547881756,477963.725890051,237194.982589917
640,1977,-899698.986780678,-74539.1531264323,399871.020673967,245840.651596973
640,1978,-949281.388479768,-12466.2124178537,431635.879241768,251009.305569454
640,1979,-903858.958010968,-1330.88433609362,425955.266734352,246012.872898129
640,1980,-892626.301053883,-65287.4816418294,392844.623081235,257086.773921787
640,1981,-855082.403893492,-31172.3285850859,383279.01206436,253273.729442536
640,1982,-920480.62468816,-14831.1227915046,396819.32533833,238636.718510292
640,1983,-933458.336199175,1369.95668330094,411059.277107208,250260.090825526
640,1984,-896125.082591157,-9736.81810064065,377687.259701816,240783.355859213
640,1985,-878621.864740662,-44852.141492381,394238.597563197,271306.152794513
640,1986,-879457.310820347,-9780.30618700396,369454.031251933,241525.174723547
640,1987,-947801.605489042,8779.08856792726,375739.441259905,222777.712024434
640,1988,-914572.645177134,-7576.68272550058,381366.471591803,228549.59978459
640,1989,-987062.817060499,28682.6286908648,402620.55346432,223405.630624527
640,1990,-949928.706231462,43603.503544275,383283.413410164,234393.883359358
640,1991,-853376.551670554,-7097.08849441952,349518.892230836,241165.778270499
640,1992,-862220.061099347,30389.8694892603,372063.819967819,263466.660106391
640,1993,-872329.789027843,-48751.2766556208,357600.501327516,296930.920986612
640,1994,-950330.098182382,36029.0546481153,383737.71044966,250829.513969849
640,1995,-1010441.86860363,82481.6877257292,417745.665424724,234255.724034754
640,1996,-892570.154957328,46925.0167568577,356580.388634348,265747.272451236
640,1997,-1039481.26472676,123149.065535305,472421.28515561,261495.198889865
640,1998,-940899.345429537,-27089.3506463431,368196.627339302,225468.564593123
640,1999,-1051688.20894206,74804.68718743,394539.726934131,209983.728190228
640,2000,-918986.284874315,67302.9969241351,364451.875357476,229207.990151772
640,2001,-928809.802526605,17249.6425539556,351408.962225164,230463.038165899
640,2002,-922239.022302601,27822.1390784753,348881.551899486,225964.841047259
640,2003,-962672.879733248,57578.6199436029,399564.405424458,257152.993489049
640,2004,-993227.459133111,128597.777607845,414577.035758754,251524.766054972
640,2005,-1016242.31518132,105978.578375197,422539.323361566,237781.150413728
640,2006,-1035218.32561704,107688.776018159,426107.949233664,249572.035959924
640,2007,-924906.098710939,49403.5690575905,384202.809984753,254813.126134579
640,2008,-857499.729060273,-595.837797010071,400156.390052301,270860.931752297
640,2009,-930025.515092293,25299.0387368131,365079.779920971,233821.807446771
640,2010,-909725.275560549,-18166.7463892861,372833.337119739,249143.374623151
640,2011,-913375.151348469,49744.2512270875,380436.176072076,242334.960449527
640,2012,-1098077.64735758,192498.733216818,505187.706572913,269640.211031053
640,2013,-1016800.91074549,106564.766929099,390312.350845796,234195.900315335
640,2014,-934401.045428577,52877.8121241574,570850.551429065,497805.540877254
640,2015,-929567.809746551,39217.0291143513,395263.499876841,283395.113220413
640,2016,-1008022.38478488,123763.843809054,429924.882987921,261683.13171499
640,2017,-1018929.22909633,108220.64408768,465216.265662413,289176.99460933
640,2018,-1099661.40709984,178764.24477171,514567.224372218,287204.331401418
640,2019,-1023808.23099944,87615.1086405687,500870.739238882,287903.865627263
