species,year,coa_x,coa_y,coa_x_erros,coa_y_erros
1230,1970,-2076585.74631325,552024.574532792,3739926.66166315,967428.620639525
1230,1971,-2085988.63589944,525925.109829693,4036455.52260624,932427.511274889
1230,1972,-2089871.19184669,515146.500712823,3938796.2268629,891899.054800221
1230,1973,-2098504.08988573,491184.84050205,3534618.63629727,773933.506260208
1230,1974,-2027738.57968603,687631.458471464,3449942.8084845,1372655.88806788
1230,1975,-2078104.11269617,547810.995353818,3228773.66394902,817639.084415608
1230,1976,-2086192.18315982,525390.47087945,3084280.524771,723835.387413436
1230,1977,-2091792.21590302,509814.650436905,3254911.35094918,735584.98415384
1230,1978,-2091917.68509839,509466.521866166,3447014.91216183,773251.258847747
1230,1979,-2084587.2642079,529817.185042054,2975631.32571257,703435.134026142
1230,1980,-2088424.65857165,519167.212288467,3522369.92799898,802195.179642641
1230,1981,-2049657.55931115,626759.302703364,2902589.54114935,910099.033913603
1230,1982,-2092231.81188224,508590.355555888,3209695.15973791,730768.61022534
1230,1983,-2071286.09512054,566713.587015778,3063672.06811258,853589.117940263
1230,1984,-2058070.07990743,603429.423844169,2890396.88199438,828815.281258256
1230,1985,-2083800.25273456,531991.595460768,3191882.51878474,754575.75837716
1230,1986,-2020616.62131529,707370.544801528,3144428.20058471,1238533.11797112
1230,1987,-2065945.09387067,581554.878212326,3021881.1118687,816689.565920105
1230,1988,-2102368.10741473,480448.563152896,3447206.63881313,732476.344144331
1230,1989,-2088300.43480623,519517.7348433,3270275.93364998,742283.290493382
1230,1990,-2100226.68025927,486397.663141035,3258931.28468184,701887.539449706
1230,1991,-2095829.3175555,498613.344795727,2724392.04501989,609319.182969311
1230,1992,-2046309.52984496,636078.885824978,2805284.69477994,861508.253448556
1230,1993,-2050203.19131968,625256.080333092,2877053.12886505,838347.739073375
1230,1994,-2075259.32369338,555692.054822266,3228039.57847428,781359.034595659
1230,1995,-2031839.83629704,676230.867806802,2815092.21797724,923967.648858249
1230,1996,-2046759.30106823,634829.891377921,2914334.36404878,838710.265131603
1230,1997,-2062796.75429394,590309.826773746,2844472.4666504,744329.775746795
1230,1998,-2045140.38019799,639392.492616083,3006676.00444393,852363.668085726
1230,1999,-2088640.85387669,518601.300024618,3563473.89287836,805044.614820024
1230,2000,-2037820.62146574,659644.215197888,2817442.261278,849570.623432441
1230,2001,-2090932.43199606,512236.717222074,3602016.48093229,802419.52235413
1230,2002,-2086022.97681481,525868.60278299,3579514.28075628,817881.04714329
1230,2003,-2065263.02433682,583472.417670582,3107333.02477618,806869.795808162
1230,2004,-2017544.44889745,715911.613578486,2901580.67508403,1049910.60661361
1230,2005,-2071034.23362942,567431.818371236,3048017.0507158,786796.041140536
1230,2006,-2066188.97219633,580910.042613618,3367893.73219749,876503.643204207
1230,2007,-2049665.7238673,626775.153694271,2882800.81460292,829665.441498818
1230,2008,-2066483.06403269,580091.179632491,3147332.89853966,819344.115557424
1230,2009,-2081096.71727202,539521.257573865,3334672.78110038,780377.159559981
1230,2010,-2077403.84852782,549763.926382675,3449249.94572106,832216.571028662
1230,2011,-2081488.66160224,538422.116526768,3229445.09245083,779194.468456251
1230,2012,-2086143.38043538,525512.380930816,3920428.950725,898075.351648804
1230,2013,-2079464.48514203,544105.540080794,3508778.79815119,825775.125363308
1230,2014,-2036727.89055751,662672.824309309,2914570.46482548,925475.236391313
1230,2015,-2038132.96907766,658818.283486441,3392666.23199193,1093743.87808398
1230,2016,-2091627.81372161,510328.326210496,3790210.0932515,839111.164129447
1230,2017,-2078956.99476391,545485.383871083,3973958.0027914,932454.957895208
1230,2018,-2099054.21523599,489671.410927122,4455832.52608687,951064.55572261
1230,2019,-2081044.01667448,539682.690179039,4325282.79951345,1030452.90131627
