species,year,coa_x,coa_y,coa_x_erros,coa_y_erros
740,1970,1091893.35743171,-836448.283742959,978891.755079015,826520.445943156
740,1971,1094750.86216424,-816239.044922487,797234.260610121,656953.231066621
740,1972,1088346.14854721,-828705.617373566,735607.231246802,612879.260224732
740,1973,1060855.86969348,-822459.886254119,628672.304720554,531712.862375934
740,1974,1086920.86681524,-809000.531629411,605496.097138182,492452.465199765
740,1975,1045211.32090928,-817315.436098945,611218.024589689,518175.541955021
740,1976,1065989.23473657,-800873.453345557,572597.727383656,458328.759585484
740,1977,1023783.97063135,-793433.748593208,502646.352415186,422183.980076932
740,1978,1033177.45316543,-808713.320757912,514752.343163712,431322.192397648
740,1979,1020952.43337526,-783892.751738598,494530.42497602,407454.563620029
740,1980,1011501.1010949,-782889.28483493,494406.168469968,409293.573767957
740,1981,1016709.56930723,-795659.816266022,481195.534510471,400783.366206177
740,1982,999140.641198681,-792506.832440613,484963.089637723,408772.537388382
740,1983,1009729.38658973,-768656.863703138,486842.908182056,391996.05549782
740,1984,944794.509838401,-769460.024465791,463490.341397085,399354.95946257
740,1985,965389.889661603,-761082.526929288,459879.456364905,386005.776217578
740,1986,953717.18741081,-744066.514838343,462322.446203121,384397.811006346
740,1987,946586.426580642,-740435.983910879,452107.739488223,367741.995065739
740,1988,937923.542082052,-751054.446018886,444730.720444524,370715.356246095
740,1989,925764.805499671,-745266.000361098,448306.266523758,375574.762098223
740,1990,939356.023928583,-727191.290419331,479274.962444362,379985.289308631
740,1991,950606.357374699,-758217.555265315,435140.509912718,354083.361667315
740,1992,929586.307143328,-738385.785399328,451211.946946288,372291.177239901
740,1993,928143.000721018,-736252.772078211,469813.835971976,391258.800979343
740,1994,921242.02747261,-740438.50556723,453910.517171117,381365.180964027
740,1995,905659.598477876,-726137.21407979,453554.076391592,371327.925198947
740,1996,898450.205887964,-730548.97369308,427982.260883684,353735.487476036
740,1997,889711.410266553,-723937.138661074,458245.102596334,374515.522834055
740,1998,896395.409712046,-713438.753097369,462712.955943229,356770.606748793
740,1999,887234.795197398,-724025.611608217,448352.067035612,359845.332460752
740,2000,896991.053581169,-709645.042429677,466778.800258646,368811.757150004
740,2001,864124.165649661,-738505.916907029,432936.719460433,370694.738944533
740,2002,885436.984067071,-722304.931779693,463841.666661978,375625.951878525
740,2003,840862.671871721,-702291.223894639,461214.652793035,377801.461153413
740,2004,823263.223169578,-707682.555860486,443508.058822998,366102.691306256
740,2005,808435.703096691,-695372.744263542,473010.636885747,398266.276268408
740,2006,850074.709758742,-700790.020721494,475595.21412886,380321.630593714
740,2007,880213.675063012,-693185.687376981,501532.23876156,387049.354400514
740,2008,862177.539098302,-682426.449107999,513950.240176179,391219.321667595
740,2009,845493.424638573,-646486.924547734,555020.412468189,398948.083327342
740,2010,796713.92678863,-668559.023939206,524897.204149481,412157.038509588
740,2011,822532.548927302,-674649.254618276,548836.536105469,413281.5710613
740,2012,810464.607507517,-638676.137959277,605780.117731401,461727.346021333
740,2013,817905.055952494,-625326.289431425,649147.144029299,470040.312406367
740,2014,799595.866757511,-651434.586666164,690108.302905076,551814.076388018
740,2015,779627.000718961,-638527.601831742,783134.720809631,637274.136412771
740,2016,733822.227663913,-690232.409167335,777641.779237337,751407.04305488
740,2017,772189.123422773,-647073.094868087,975346.616100546,842320.312191249
740,2018,765650.729633633,-643385.949439379,1125250.8388108,1005483.13440837
740,2019,706946.498592112,-692927.474858615,1227859.72791273,1266420.28267633
