species,year,coa_x,coa_y,coa_x_erros,coa_y_erros
1430,1970,-623896.09284916,645550.112679753,348736.675308333,300238.966614845
1430,1971,-560478.018614386,619205.731051655,250587.679681595,266025.344312393
1430,1972,-596585.466000731,609369.97818158,240622.381191083,243918.841808414
1430,1973,-683306.387395863,512278.299080323,250971.153651198,200322.419770567
1430,1974,-742464.196801638,609505.160233837,302570.064230842,232536.890483451
1430,1975,-568409.318530449,704262.486666284,257354.060104077,346558.11859154
1430,1976,-751644.844809774,627569.668459358,364832.643832395,335147.828911344
1430,1977,-738292.688423304,534516.384610844,342253.849330737,281512.739099224
1430,1978,-607481.727511176,647793.453851798,256094.999933083,278888.704401687
1430,1979,-537698.016008739,677281.544193162,210309.702108434,272309.462325431
1430,1980,-735805.475771709,531221.403701728,277915.300091384,189100.134243907
1430,1981,-736883.32151691,534445.883929556,308523.041098661,201947.437410731
1430,1982,-482929.040481317,641947.965948518,154154.727121526,211458.902992544
1430,1983,-553773.862069534,579406.793764017,199127.877731169,197885.250527627
1430,1984,-503407.350222275,523352.425372667,213774.033363711,236137.020779572
1430,1985,-665256.755596641,594964.094219953,235513.004661408,207867.802149593
1430,1986,-565295.915977993,562005.95199079,210243.645085913,214038.264278949
1430,1987,-674252.99281629,572548.383273526,219692.048641375,187904.249264561
1430,1988,-740206.610511569,523657.844036183,283125.848467547,180689.224937163
1430,1989,-773170.49003174,600971.420519398,273489.340226777,202437.062871138
1430,1990,-719667.017103252,589191.733474006,272028.988945109,236913.279855925
1430,1991,-593079.313798193,571355.703313717,234637.673073141,228926.83120354
1430,1992,-694228.623659549,556454.045798598,218382.650085412,167955.005996433
1430,1993,-639529.858086083,567246.743651808,257037.781582455,242445.058381099
1430,1994,-508352.797467267,716033.471460451,173918.46856592,255031.806106824
1430,1995,-534850.09555452,631182.922540214,188214.197318997,228877.751171514
1430,1996,-583634.699703925,680261.54487753,186841.602704749,216321.616538714
1430,1997,-473182.230294795,674844.449450889,136161.965016569,204903.943499008
1430,1998,-650318.739328695,612052.75226815,206529.766349513,195825.301135384
1430,1999,-489097.618193222,700472.575750462,151691.498402367,222647.001180069
1430,2000,-523723.433266031,677920.963550738,159346.863657649,219376.90021106
1430,2001,-493375.705116671,653326.674133959,166883.652673091,224696.802602467
1430,2002,-533009.333397347,738764.005551179,202157.512909821,273931.794990448
1430,2003,-578082.402062957,661331.473648019,193463.771365044,222892.807065587
1430,2004,-548908.161534355,671510.949137197,175836.599857153,224965.159388774
1430,2005,-469908.721883637,682257.672070379,150786.530286279,238783.900267081
1430,2006,-667750.911107057,636305.171030453,232669.435840338,206489.441418334
1430,2007,-432298.983052724,608706.972359214,140190.075569089,204523.777986305
1430,2008,-506555.230980138,610554.85016895,175756.015496564,213409.10534981
1430,2009,-371803.146378836,769953.842987677,118645.853080613,273286.942981084
1430,2010,-402850.150038979,684144.123067407,130350.070649147,228518.157474399
1430,2011,-409455.462463443,741850.367975658,126577.738844502,243783.449097859
1430,2012,-476004.586592901,702899.225321781,159690.293857704,235353.392165147
1430,2013,-390071.091509959,759540.345131697,127912.983574044,266839.335597623
1430,2014,-382931.513787318,762064.303262051,116431.2534776,255839.83100897
1430,2015,-504313.094403896,697109.320295987,151847.184156228,216614.899568282
1430,2016,-518323.146172596,624524.828590385,166947.235719052,197942.721724384
1430,2017,-655402.058225239,658838.172167295,206016.604695722,197283.328697724
1430,2018,-536097.28588716,716942.501675315,174124.80841561,222674.603195883
1430,2019,-446449.982394016,671241.329039892,140742.910217584,214449.375116026
