species,year,coa_x,coa_y,coa_x_erros,coa_y_erros
110,1970,-62062.4322838803,69023.7100275176,10557.0239891572,4286.96630058285
110,1971,1008.06256924863,185743.538237648,8247.56924151664,3033.32590153764
110,1972,-157760.202140982,246700.98612694,8283.83866945208,3041.76414772833
110,1973,-306370.260870309,188521.053078077,8244.13180370365,2681.98925699653
110,1974,-221143.920214118,225840.829304884,8201.68237566357,3348.93921139569
110,1975,-146239.540603319,265716.963242744,7878.36991088451,3141.82148192035
110,1976,-116524.172533356,147966.139202662,8127.24717607394,3065.13808230342
110,1977,-301260.740598958,185171.495731859,7994.43900408302,2976.41177482334
110,1978,-450993.225498687,148756.469098098,7927.84781260509,2726.60167707498
110,1979,-497162.52618497,310736.932625054,7871.03568568903,2972.88137151067
110,1980,-646148.598381043,241334.825200152,7862.27850627321,2393.9822878007
110,1981,-394966.822369175,218863.431964513,8213.49485066836,2847.11594459244
110,1982,-328538.004959012,178824.825751188,8411.58697140863,2569.93317054461
110,1983,-604983.371935825,199479.808784115,7396.38884550773,2270.8127346537
110,1984,-1071840.13223099,106731.223794656,9643.88701948785,1495.54721366739
110,1985,-222225.317685905,201392.568287049,7641.35436311169,2384.64716099031
110,1986,-297870.445832384,267676.058623889,7293.02544914715,2439.19382073447
110,1987,-23048.2308086344,143526.362378872,7910.77562744047,2239.03473631944
110,1988,-485596.62533326,133661.738047778,7668.92841960387,1851.87229306465
110,1989,-558873.078553329,229385.456541262,7613.75212143262,2297.50961107102
110,1990,-286982.072826448,103706.961181368,8498.838001986,2248.95883175822
110,1991,-520921.401221747,244468.835344972,7520.57480959208,2369.39383976431
110,1992,-300215.996198062,261004.017988238,7390.63981797108,2334.49457526443
110,1993,-525266.639212622,245157.271929955,7444.85689370711,2253.92629825315
110,1994,6056.98796147961,198256.990129253,7589.77178311638,2279.18752047741
110,1995,306793.265385553,173607.619563507,8117.84621386589,2270.93198411763
110,1996,-97338.9647204127,293878.098331901,7769.34544661832,2735.76584284702
110,1997,403365.733811077,86663.5465992215,8633.83833286966,2193.5786735757
110,1998,413448.898609545,121887.065702944,7981.79832769537,1997.93046124596
110,1999,423102.142881325,137792.788424108,7916.90227363199,2036.33332059922
110,2000,108129.823017831,217438.265254695,7163.56528162991,2165.75526214288
110,2001,216901.428662775,143664.303713669,8435.08472055143,2278.46796678518
110,2002,589492.768849885,127356.335842858,7787.82367122203,1946.1062332333
110,2003,331173.072353117,184524.812415509,7312.46130952684,1979.54118655418
110,2004,224200.96977624,181249.196703123,7737.021190508,2029.86341416355
110,2005,428417.210766578,146643.740718437,7555.51717912817,1905.68170134613
110,2006,423730.943357139,179098.683965865,7445.32847322103,2023.9348757597
110,2007,430987.200797242,162900.809148763,7560.95616995446,1835.83882807766
110,2008,-29300.6243926798,137662.700825166,7393.91024787001,1901.60884740148
110,2009,543731.634867946,34535.2779162134,8635.41554139906,1941.03899677442
110,2010,131577.836052076,129357.329166743,7672.46640797485,1920.25201287362
110,2011,290584.032665171,147102.147056173,7912.63222736621,2086.7749496939
110,2012,768158.028538428,45531.5869299724,9021.26039336794,1968.80491955192
110,2013,571631.380872228,-231.39464385261,8766.04777571351,1944.19776727432
110,2014,198401.389511007,139147.167892498,8158.49365013195,2046.03525818525
110,2015,274372.68859704,58104.2264301317,7649.42939707142,1740.2074452787
110,2016,746240.621310988,36374.0907618315,9121.42474123674,1910.29228948184
110,2017,595033.940905091,66181.6697373076,8809.00731381583,1957.71032848373
110,2018,448763.218686966,181209.884953231,8417.60042941447,2023.27656934681
110,2019,472876.255371892,132481.885920372,8443.06408852083,2006.82994081492
