species,year,coa_x,coa_y,coa_x_erros,coa_y_erros
1660,1970,-1360424.83173454,419556.256710371,12397.6341926409,4294.27718035838
1660,1971,-1569183.58475112,491857.356021348,13499.0030395362,4822.99099185494
1660,1972,-1643077.75168989,470656.903064799,13451.5584637083,4523.34782520547
1660,1973,-1615815.3410122,511038.821376742,13761.1430142716,4904.66316535156
1660,1974,-1572331.35924986,471675.960028175,14005.2078768211,4941.68395293341
1660,1975,-1625663.32248916,540843.049524341,13853.9807119905,5079.05300047813
1660,1976,-1574929.09246563,503350.7198584,13177.4369722035,4713.53438951456
1660,1977,-1629462.86995511,513051.902389671,13751.0659733389,4913.77442473629
1660,1978,-1560836.97476797,410114.851082006,12455.2384482094,3911.64356857157
1660,1979,-1667559.23380855,503114.838494221,13606.9219028347,4628.93838938576
1660,1980,-1595877.67984001,483566.360760027,13083.0290191803,4442.1577707316
1660,1981,-1723998.58733909,527430.683690028,14157.325108381,4887.97751737376
1660,1982,-1544055.06283954,454200.344992615,12570.2762859979,4249.40218423509
1660,1983,-1620016.50960149,495050.419594979,13137.5518378843,4505.96410624282
1660,1984,-1704218.46049455,537409.365038473,14079.9901876841,4873.99242226235
1660,1985,-1749196.9046784,478232.275363048,13480.6202449838,4275.64879382188
1660,1986,-1710456.59278862,488997.61091527,13299.9674703895,4380.35514083362
1660,1987,-1726374.50359835,474554.110875055,13309.7219814527,4269.65548006177
1660,1988,-1749956.21247062,497915.76192212,13713.8481432554,4473.20297603898
1660,1989,-1749051.96934068,434689.541013186,13328.4213271506,3956.01736859884
1660,1990,-1525443.24231919,444669.303474329,12236.175989528,4022.74930120764
1660,1991,-1655657.68667665,537169.340490219,13626.4332317311,4740.0358207547
1660,1992,-1717446.41878205,558869.939301419,14328.7227638945,4991.89127941314
1660,1993,-1738671.2344933,516812.367044789,13745.0218188542,4540.46897817158
1660,1994,-1666569.01660869,526055.847688658,13481.4083653668,4596.49414429571
1660,1995,-1615698.01529685,507927.980286562,13138.6516925759,4454.23827328052
1660,1996,-1672765.40648768,524866.559814905,13520.6067682585,4621.0918097224
1660,1997,-1726226.28140336,521850.919197336,13555.7281130536,4510.08858029711
1660,1998,-1629201.09674241,488248.098838424,13049.7943861528,4267.13980147636
1660,1999,-1568774.6910917,522055.680800338,12850.1590522794,4464.49756609209
1660,2000,-1497531.23930217,554149.508531075,12893.2717945525,4744.7399782814
1660,2001,-1645006.71058968,590850.45674526,14144.4904468213,5137.66934889926
1660,2002,-1627799.45913399,554875.803931892,13632.0443456911,4772.96033055682
1660,2003,-1512260.01192024,517936.772504409,12711.0768173448,4428.73918985017
1660,2004,-1424592.72452523,500738.853560548,12110.983438663,4216.36681783948
1660,2005,-1348525.8535829,510747.63317189,11887.7532327809,4294.09429579474
1660,2006,-1383240.46081267,527465.944787004,12146.2835034066,4434.12984524515
1660,2007,-1449928.4230551,487928.430571751,12178.4616787589,4035.80074492906
1660,2008,-1597273.70794398,506555.836151182,12985.0038259093,4258.20752839397
1660,2009,-1438506.85807061,537809.749560459,12651.1219185667,4487.78770228084
1660,2010,-1590048.30381819,480038.213763623,12573.6544726186,4003.73212133481
1660,2011,-1400364.59525918,510515.632722322,12212.2782433558,4243.2215037954
1660,2012,-1530697.08530214,586828.878022437,13703.6446342023,4934.94147070212
1660,2013,-1533486.53065249,562106.786778958,13449.7669203701,4732.78462565671
1660,2014,-1448264.28501223,504493.923877014,12301.2748444695,4161.55738456412
1660,2015,-1442689.7366026,503938.875867218,12561.1749926593,4194.87536768285
1660,2016,-1525751.42249132,560706.122842618,13334.0957622007,4639.74225278584
1660,2017,-1555361.62799307,575605.109445884,14053.3335443535,4881.05140881138
1660,2018,-1433741.64244184,573604.391276088,13296.7779849784,4812.79060620545
1660,2019,-1310142.1665983,580122.184499245,12715.2511680544,4748.68878262571
