species,year,coa_x,coa_y,coa_x_erros,coa_y_erros
1550,1970,1923910,1126639,299636.271140767,175466.599219475
1550,1971,1923910,1126639,259079.99198961,151716.901911586
1550,1972,1923910,1126639,235203.391320899,137734.80021684
1550,1973,1923910,1126639,228403.036803785,133752.522851226
1550,1974,1923910,1126639,191609.9807071,112206.565476206
1550,1975,1923910,1126639,194043.303127999,113631.515308868
1550,1976,1923910,1126639,193823.114324986,113502.573087223
1550,1977,1923910,1126639,206956.763729482,121193.617937247
1550,1978,1923910,1126639,185358.453011741,108545.680605656
1550,1979,1923910,1126639,160477.852686127,93975.6406131284
1550,1980,1923910,1126639,172033.304702001,100742.494772574
1550,1981,1923910,1126639,166729.280643611,97636.4667540241
1550,1982,1923910,1126639,168292.050746679,98551.622423984
1550,1983,1923910,1126639,185114.021918196,108402.542139767
1550,1984,1923910,1126639,151014.625027918,88433.9899481571
1550,1985,1923910,1126639,186026.260610949,108936.747691291
1550,1986,1923910,1126639,156149.951538208,91441.2287346083
1550,1987,1923910,1126639,138591.181683864,81158.8422652207
1550,1988,1923910,1126639,159300.716171037,93286.3113777604
1550,1989,1923910,1126639,152173.511671344,89112.6320596626
1550,1990,1923910,1126639,143044.81684258,83766.8835128782
1550,1991,1923910,1126639,153073.467256981,89639.6445727381
1550,1992,1923910,1126639,154938.931456616,90732.0573526694
1550,1993,1923910,1126639,163103.420491391,95513.1688778807
1550,1994,1923910,1126639,147253.496201122,86231.4791265981
1550,1995,1923910,1126639,144331.583319288,84520.4118088126
1550,1996,1923910,1126639,165015.981629976,96633.1616018724
1550,1997,1923910,1126639,134035.860186498,78491.253755566
1550,1998,1923910,1126639,138737.021401618,81244.245757017
1550,1999,1923910,1126639,146188.346618215,85607.7293010537
1550,2000,1923910,1126639,136722.734819071,80064.6829526843
1550,2001,1923910,1126639,131738.184801841,77145.739000102
1550,2002,1923910,1126639,148340.608952237,86868.0905510544
1550,2003,1923910,1126639,125779.804827924,73656.5220543207
1550,2004,1923910,1126639,141063.233111328,82606.4714076238
1550,2005,1923910,1126639,118756.02700212,69543.4102401221
1550,2006,1923910,1126639,138041.677716111,80837.0536728732
1550,2007,1923910,1126639,135419.136084037,79301.2977552075
1550,2008,1923910,1126639,122679.317237008,71840.8819931133
1550,2009,1923910,1126639,94095.9591392026,55102.4916254985
1550,2010,1923910,1126639,91550.2395480937,53611.7226292562
1550,2011,1923910,1126639,91413.0852551564,53531.4053134804
1550,2012,1923910,1126639,59620.8027696255,34913.905604133
1550,2013,1923910,1126639,59542.9969422945,34868.3426821588
1550,2014,1923910,1126639,56073.6121795933,32836.6787416684
1550,2015,1923910,1126639,84383.5910309793,49414.9459026232
1550,2016,1923910,1126639,89275.6329277476,52279.716960488
1550,2017,1923910,1126639,102226.864122722,59863.9358187664
1550,2018,1923910,1126639,83219.2910055096,48733.1339043467
1550,2019,1923910,1126639,85847.2943163943,50272.0879286655
