species,year,coa_x,coa_y,coa_x_erros,coa_y_erros
1700,1970,-974704.090288705,-494981.817169879,99576.5622949575,76669.6113234942
1700,1971,-868157.223385214,-565752.427365961,89332.0355218697,82054.5329960109
1700,1972,-994499.023917897,-479646.632784968,103168.96611805,77379.6831700172
1700,1973,-890446.225582744,-556368.242514445,52581.1252374068,44368.9737289684
1700,1974,-948646.989761419,-498761.375944034,48896.4310836829,35533.4781603003
1700,1975,-882683.96171035,-537714.745979241,46084.9881784896,37640.7626279991
1700,1976,-926915.235018273,-560427.883774034,44062.0664501496,33491.1177188224
1700,1977,-911583.18026802,-643654.437216572,61454.8449840319,52521.5943550391
1700,1978,-909934.847686115,-676657.338940949,49515.6260148385,39428.8221442632
1700,1979,-874307.108584398,-534838.703092295,47158.0530326549,39071.4622318418
1700,1980,-871200.232006943,-637173.74635995,41553.2948285852,34166.3482543364
1700,1981,-853625.443403721,-577213.102207183,40552.1361693904,33643.6943060657
1700,1982,-868977.634109668,-578702.909777626,35387.9688632233,29172.0680862986
1700,1983,-880587.275319431,-614798.227970664,38910.7068173866,31229.8096389791
1700,1984,-647748.761634748,-581161.867855927,118909.985166003,151465.003518721
1700,1985,-708753.338642097,-590329.088840213,84338.3033314574,97456.0124531571
1700,1986,-721876.952307631,-644562.579596029,79395.1052977728,92775.1217364609
1700,1987,-842427.162012034,-519361.400079598,36873.0540466549,27254.3812014345
1700,1988,-452184.166567333,-559846.399886764,114335.042673549,204843.493636747
1700,1989,-782918.797280296,-593389.928786878,28114.3787648362,25816.2916082706
1700,1990,-732880.537023801,-621382.107436468,50110.7851808371,55790.3343867578
1700,1991,-802962.48136965,-624896.857730457,28830.699457321,25515.9556645492
1700,1992,-840611.414791226,-642249.308136258,39322.5047295571,32096.04810828
1700,1993,-689286.758080966,-608602.897243844,41529.3772783915,47783.2339359327
1700,1994,-434826.514005985,-608760.300629051,95376.918106307,184773.733157302
1700,1995,-671767.337000621,-650651.862488586,22996.9183459695,20638.3059544526
1700,1996,-614412.425689589,-631327.652975914,77531.6010169752,107823.994255238
1700,1997,-728812.869811069,-621782.747066524,24610.5232244824,21241.227880997
1700,1998,-591599.915102169,-613820.291093954,98534.9726334756,141200.373510841
1700,1999,-691204.928552764,-655018.43267311,65694.8329189951,80912.4787149375
1700,2000,-601780.473129977,-682596.882749553,86451.5739407881,127532.624072881
1700,2001,-629660.792561363,-631297.496273024,104509.738960121,142167.665127908
1700,2002,-675652.838814125,-695332.568958243,34750.2288106057,38313.2851626455
1700,2003,-434322.784921214,-658966.372426661,58826.2543103389,118356.187613431
1700,2004,-541307.581658802,-618449.976734944,20520.791076572,22158.7899027021
1700,2005,-393643.526801063,-559822.56513704,59903.2986074565,121985.946280757
1700,2006,-275090.367622032,-641650.701305095,54521.9764567779,168931.103351654
1700,2007,-319991.161737307,-597356.530556276,57630.3252718092,148476.013704699
1700,2008,-396554.822512903,-647932.658479687,17619.3542328552,32129.6643865469
1700,2009,-363847.771089143,-611670.002805841,10615.3201647982,15129.6934392909
1700,2010,-303461.324830652,-573511.260935024,32400.0656366725,84129.056090929
1700,2011,-307763.576609135,-533645.996538358,37844.4753958393,94228.205747771
1700,2012,-350766.907001817,-523720.108439942,15031.0997297653,14677.0013114203
1700,2013,-95399.506680568,-546321.423077027,32780.3465917213,236624.255308711
1700,2014,-234399.740651684,-469551.239045522,81891.8173066554,256186.977996391
1700,2015,-113079.102259972,-483589.048788998,8242.36797653136,12268.3508030617
1700,2016,52057.4608553451,-522772.678861487,35132.2128372013,365978.504788173
1700,2017,-12301.5268048256,-476449.472146331,19203.4225893364,250472.195741096
1700,2018,31180.9477916329,-440238.027019021,24027.6492105158,277673.205599957
1700,2019,144602.840374923,-508008.990785371,66908.7083960121,338001.259095165
