"AOU","BBS_Lat_slope","BBS_Lon_slope","BBS_Lon_slope_Error","BBS_Lat_slope_Error"
6080,-2315.49293454341,-1627.66571009901,709.311740278616,150.700974452238
6090,187.941757360522,532.829354129539,6564.41225771786,3967.44241279753
6110,7.07340149464159,1588.27080293727,988.350186152038,716.977781890726
6120,-7012.85795354779,13380.1892066033,2076.88417258876,986.418821692924
6130,-6129.91914340677,-1569.57568321746,224.180309122976,156.755667621529
6140,-4927.54508149111,-10147.1274627824,665.965335873826,397.061563648454
6150,2037.36250784497,1474.42577534046,2138.04785837386,873.727607210044
6160,-2970.92826429989,-37613.5905527943,4635.44754134896,3571.16738141022
6170,-3165.99369157717,6618.12707811486,687.087990874743,402.692432533883
6190,-4427.78597670886,4478.47419430023,923.640562876663,444.562275773694
6200,701.469305230205,-1504.68776683362,5514.08503739953,2103.77682146743
6220,3821.28919267319,-9948.61080538367,497.580572141694,478.245561793507
6280,358.108370843664,-1969.89384865191,677.00926492662,236.10981038758
6290,552.231238216937,-717.559867836774,1552.6935031805,594.344155768924
6292,-1152.83179450626,2144.04125983835,79283.0600784696,39383.4166005639
6340,-111.966704684748,-43.2777793930817,5214.16111094504,1537.56685736916
6370,3658.65782791979,2188.97521494041,1018.7477296924,1143.34951579776
6380,1055.21915802051,1565.9704188626,1921.0999202285,2390.16430872914
6390,846.324794684708,595.666263058101,1826.98659751798,438.573330835161
6430,52.6430371280328,-239.459770794467,3222.13564521298,1467.16755746902
6440,2629.56973077145,-109.286186165961,15489.707107112,8608.55501338063
6450,1350.71851463078,-1499.69068183986,699.141609548394,742.501153505517
6460,-974.266553377298,3461.10970038874,2202.17351174102,1068.94102607033
6470,4523.26821803179,-29316.837341718,5890.01947067147,5170.83478052486
6480,8597.90208943459,2603.89994203163,814.823304421486,621.876627104072
6500,633.605891048786,-511.794530889285,5942.92372630052,5521.01314815547
6540,1994.66160661499,79.6191492622102,1898.01882948228,692.623344068066
6570,1668.04371154162,2786.63525053204,1394.97988971602,879.021988561486
6590,1233.35619569715,-3194.80519150137,654.862038766944,343.838174734328
6610,1890.22386659211,8257.49586495547,7613.659160279,4855.47315350634
6630,2244.43416714003,329.046193340137,1375.75314845553,530.375760684027
6680,-1842.61847765824,1604.52075319253,2791.8872171428,1794.96135325165
6690,193.378646300931,-70.7168187539327,3063.88383471637,876.647574168842
6710,5581.13078498629,2133.2588291328,727.271226657479,414.095637207819
6720,-1521.41662089599,6425.65489919854,5649.94081058581,13499.8551883943
6730,144.198253958424,-106.623417331748,1331.63822440066,595.947093901486
6750,780.185343309238,-8791.33427576986,1276.75560220776,1096.43935342499
6760,-55.6852868013128,-812.211817927637,1134.80434541573,225.61374807973
6770,-799.469156761637,-1057.43763257025,1038.20077716975,504.703784001433
6790,-74.2320936113559,-1916.90190047855,710.957998192785,866.722797759265
6800,-2025.23563404988,1018.83072937261,1672.93175748819,921.097777469803
6810,2965.66120212691,-2143.34044630261,228.239255129718,103.728086647462
6830,-1841.63192514329,-4472.47209641606,331.046149643966,277.760501986268
6840,1285.94957621804,-1364.73469543331,1150.79880870275,663.826049706641
6850,602.149354082745,284.210021424895,1870.57451456877,902.562478401696
6860,408.418056205648,-6774.79470304124,2024.85266869315,1004.46540901527
7000,-2432.71446465934,429.913053949475,3282.171623749,4357.73592625331
7050,-3253.55362921698,304.355464839418,226.078788700274,116.304060241543
7080,-285.781026413858,-2885.14036916361,6271.68644790623,2369.64743517508
7190,-902.180157882088,773.206612714836,6064.31429532555,4573.20033858373
7260,2948.26843640315,7158.79416978103,1746.73226154052,590.330578292187
7490,-2675.49163476777,-6349.33348468315,1419.86128481682,1193.29041492341
7540,-3018.90137924403,-2731.21949022645,2267.93511386223,1204.78743943306
7550,-3066.25431136343,-4366.66141632165,474.630875706354,129.439927598813
7610,-772.809420132419,-80.9740823341758,189.600597583183,86.3183505209645
7660,1010.28423396379,666.434833419323,366.819118466717,199.304023856632
7670,1689.20695071722,-735.02029815594,3202.72171249843,1094.40401344449
